game_number,strategy,seed,turns_survived,survived_target,final_people,max_people,final_food,max_food,total_hunts,successful_hunts,hunt_failures,hunt_deaths,total_food_rolls,total_food_gained,kinship_started,kinship_completed,tech_sets_completed,tech_upgrades_completed,prayer_earned,prayer_spent,sacrifices,events_ignored
283,random,100283,28,False,0,6,19,20,8,6,2,2,13,27,4,4,2,3,15,14,4,7
284,random,100284,9,False,0,5,0,7,1,0,1,1,5,8,3,3,0,0,6,4,0,2
285,random,100285,11,False,0,5,13,15,4,1,3,3,3,5,0,0,0,1,7,4,2,2
286,random,100286,4,False,0,5,0,7,1,0,1,1,1,1,1,1,1,2,0,0,2,0
287,random,100287,6,False,1,5,0,7,2,1,1,1,4,6,3,1,0,0,2,2,1,1
288,random,100288,4,False,3,5,0,7,2,1,1,1,0,0,3,1,0,0,1,0,0,0
289,random,100289,8,False,3,6,0,7,2,2,0,0,4,8,5,3,0,0,5,4,0,2
290,random,100290,6,False,1,5,0,7,3,2,1,1,3,5,2,1,1,1,1,0,0,0
291,random,100291,6,False,0,5,13,14,3,0,3,3,3,6,0,0,1,1,1,0,2,0
292,random,100292,8,False,1,6,0,10,5,3,2,2,5,9,3,2,0,0,3,2,0,1
293,random,100293,7,False,1,5,0,7,1,0,1,1,1,3,3,2,1,1,7,6,0,3
294,random,100294,11,False,1,5,0,7,1,0,1,1,6,12,4,3,0,1,5,0,2,0
295,random,100295,6,False,1,5,0,7,1,0,1,1,3,7,3,2,1,1,0,0,0,0
296,random,100296,4,False,1,5,0,7,2,0,2,2,2,2,1,0,0,1,2,2,1,1
297,random,100297,50,True,1,6,29,32,16,9,7,7,31,57,11,11,3,5,17,16,8,8
298,random,100298,5,False,1,5,0,7,1,0,1,1,4,6,2,1,0,1,2,0,1,0
299,random,100299,5,False,3,5,0,10,1,0,1,1,4,10,3,1,1,1,3,2,1,1
300,random,100300,12,False,1,5,0,8,3,3,0,0,7,12,5,4,0,1,3,2,1,1
301,random,100301,14,False,0,5,18,18,5,2,3,3,6,7,1,1,0,0,4,2,3,1
302,random,100302,11,False,1,5,0,9,3,2,1,1,6,11,3,2,0,1,6,2,2,1
303,random,100303,7,False,0,5,34,35,3,1,2,2,5,12,0,0,0,0,0,0,3,0
304,random,100304,28,False,0,5,14,29,14,9,5,5,17,23,3,3,2,3,3,2,3,1
305,random,100305,13,False,0,5,21,23,4,2,2,2,6,12,1,1,1,2,1,0,4,0
306,random,100306,10,False,1,5,0,7,6,3,3,3,5,9,2,1,1,1,10,4,0,2
307,random,100307,14,False,0,5,8,12,5,4,1,1,7,14,3,3,2,4,6,2,4,1
308,random,100308,6,False,1,5,0,7,1,0,1,1,5,6,2,1,0,1,2,0,1,0
309,random,100309,13,False,3,7,0,10,4,3,1,1,13,22,8,6,1,1,6,2,1,1
310,random,100310,6,False,1,5,0,9,2,1,1,1,5,9,2,1,0,1,2,2,1,1
311,random,100311,8,False,1,5,0,7,1,0,1,1,4,7,3,1,0,0,1,0,1,0
312,random,100312,8,False,0,5,0,7,4,2,2,2,3,8,2,2,0,1,6,2,1,1
313,random,100313,8,False,0,5,0,7,3,1,2,2,2,2,2,2,0,1,4,0,1,0
314,random,100314,8,False,0,6,0,7,3,1,2,2,5,8,3,1,1,1,2,0,1,0
315,random,100315,11,False,0,5,25,26,5,2,3,3,8,14,0,0,1,1,3,0,2,0
316,random,100316,11,False,3,6,0,8,6,5,1,1,5,9,6,3,2,2,7,0,2,0
317,random,100317,9,False,0,5,12,14,3,1,2,2,4,5,2,2,0,2,1,0,3,0
318,random,100318,5,False,3,5,0,7,1,1,0,0,2,2,4,2,0,0,0,0,0,0
319,random,100319,8,False,3,5,0,7,3,2,1,1,6,9,3,1,0,0,5,2,0,1
320,random,100320,13,False,1,7,0,10,4,4,0,0,7,8,6,4,1,1,6,4,2,2
321,random,100321,10,False,0,5,0,8,4,2,2,2,6,9,3,3,0,0,3,0,0,0
322,random,100322,10,False,3,5,0,7,4,3,1,1,7,16,5,3,2,2,2,0,0,0
323,random,100323,10,False,0,6,22,22,4,2,2,2,1,1,3,1,0,0,3,0,4,0
324,random,100324,19,False,0,5,47,48,9,8,1,1,8,8,1,1,1,1,3,2,5,1
325,random,100325,14,False,1,5,0,13,5,4,1,1,5,8,4,2,2,3,7,4,3,2
326,random,100326,2,False,3,5,0,7,1,0,1,1,0,0,2,0,0,0,0,0,0,0
327,random,100327,11,False,3,5,0,16,7,6,1,1,1,2,5,2,0,1,5,2,3,1
328,random,100328,19,False,0,5,0,11,9,6,3,3,7,14,3,3,1,2,9,4,3,2
329,random,100329,8,False,0,5,0,7,1,0,1,1,2,2,3,3,1,1,1,0,0,0
330,random,100330,17,False,0,5,5,17,2,1,1,1,6,11,0,0,2,4,1,0,4,0
331,random,100331,17,False,0,5,1,15,8,6,2,2,13,17,4,4,1,3,4,4,3,2
332,random,100332,4,False,1,5,0,7,2,1,1,1,1,1,1,0,1,1,2,2,1,1
333,random,100333,19,False,1,7,0,10,7,5,2,2,12,19,7,6,1,1,7,6,1,3
334,random,100334,12,False,0,5,0,9,6,4,2,2,7,8,3,3,1,2,3,0,1,0
335,random,100335,17,False,0,5,0,7,4,3,1,1,4,4,2,2,1,2,5,4,2,2
336,random,100336,20,False,0,6,0,8,4,4,0,0,7,19,7,6,2,4,14,6,4,3
337,random,100337,4,False,3,5,0,7,1,0,1,1,2,4,3,1,0,0,0,0,0,0
338,random,100338,38,False,0,7,13,21,15,8,7,7,29,60,10,9,2,5,16,16,7,8
339,random,100339,19,False,0,5,20,20,8,6,2,2,7,14,2,2,2,2,11,10,2,5
340,random,100340,4,False,3,5,0,7,1,1,0,0,2,4,3,0,0,0,2,2,1,1
341,random,100341,7,False,0,5,0,9,2,0,2,2,3,4,1,1,0,1,3,2,2,1
342,random,100342,14,False,0,5,0,14,4,2,2,2,7,12,1,1,1,1,14,6,3,3
343,random,100343,9,False,1,5,0,7,3,3,0,0,6,6,4,1,1,1,2,2,2,1
344,random,100344,6,False,0,5,0,7,2,0,2,2,1,2,2,2,0,0,2,0,0,0
345,random,100345,9,False,1,5,0,7,2,2,0,0,4,7,5,2,0,0,1,0,2,0
346,random,100346,7,False,1,5,0,7,3,2,1,1,2,5,3,1,0,0,5,4,1,2
347,random,100347,21,False,0,6,17,17,13,9,4,4,14,25,5,5,2,3,8,4,5,2
348,random,100348,4,False,3,5,0,7,1,1,0,0,2,2,2,0,1,1,4,0,0,0
349,random,100349,8,False,0,5,0,7,2,1,1,1,4,4,2,2,1,1,4,2,0,1
350,random,100350,6,False,3,6,0,10,3,2,1,1,1,1,4,2,0,0,2,2,0,1
351,random,100351,6,False,0,5,7,10,5,1,4,4,6,11,0,0,0,0,2,2,1,1
352,random,100352,7,False,0,5,0,7,3,0,3,3,2,5,1,1,0,0,1,0,0,0
353,random,100353,5,False,0,5,0,7,3,1,2,2,1,3,1,1,1,3,2,0,2,0
354,random,100354,7,False,1,5,0,7,3,3,0,0,3,5,3,2,1,2,2,2,1,1
355,random,100355,20,False,1,5,0,15,8,5,3,3,14,25,4,3,1,1,16,10,1,5
356,random,100356,11,False,0,5,0,8,6,3,3,3,2,3,2,2,0,0,3,0,1,0
357,random,100357,25,False,0,6,16,16,6,4,2,2,17,38,7,7,2,5,5,4,7,2
358,random,100358,10,False,0,5,3,7,4,3,1,1,5,7,2,1,0,1,3,2,4,1
359,random,100359,11,False,0,5,10,11,2,1,1,1,7,9,1,1,1,2,3,2,2,1
360,random,100360,4,False,3,5,0,7,2,1,1,1,1,2,3,1,0,1,2,2,1,1
361,random,100361,2,False,3,5,0,7,1,0,1,1,2,4,2,0,0,0,0,0,0,0
362,random,100362,7,False,3,5,0,8,2,2,0,0,4,2,5,3,0,0,1,0,0,0
363,random,100363,39,False,1,6,0,25,21,15,6,6,23,42,11,10,3,7,19,16,6,8
364,random,100364,11,False,0,5,0,11,5,3,2,2,4,6,3,2,1,1,2,0,1,0
365,random,100365,6,False,1,5,0,7,4,2,2,2,4,6,2,1,1,1,2,2,0,1
366,random,100366,3,False,3,5,0,7,1,0,1,1,1,2,2,0,0,0,0,0,0,0
367,random,100367,14,False,1,5,0,7,2,2,0,0,9,14,4,3,0,1,5,4,1,2
368,random,100368,31,False,1,8,0,20,14,9,5,5,20,29,12,9,1,1,21,20,4,10
369,random,100369,17,False,1,5,0,13,5,4,1,1,8,11,5,2,1,1,7,4,4,2
370,random,100370,7,False,0,6,0,7,3,1,2,2,6,10,2,2,1,1,3,2,0,1
371,random,100371,15,False,0,5,4,7,6,4,2,2,5,10,5,5,0,1,2,0,1,0
372,random,100372,7,False,0,5,0,7,3,0,3,3,4,7,2,2,1,1,1,0,0,0
373,random,100373,8,False,0,5,17,21,5,3,2,2,4,4,0,0,0,1,4,0,3,0
374,random,100374,30,False,0,5,3,17,11,8,3,3,11,23,4,3,2,3,16,16,4,8
375,random,100375,13,False,0,5,0,9,4,2,2,2,4,5,4,3,1,1,7,4,2,2
376,random,100376,12,False,0,5,1,9,2,0,2,2,8,14,2,2,0,1,4,4,1,2
377,random,100377,9,False,0,5,0,7,3,2,1,1,5,9,1,1,2,3,8,2,1,1
378,random,100378,26,False,1,5,0,15,9,6,3,3,10,17,5,4,2,3,11,8,2,4
379,random,100379,16,False,0,5,16,16,5,3,2,2,5,2,1,1,0,2,2,2,4,1
380,random,100380,29,False,0,6,0,27,14,9,5,5,25,44,11,9,0,1,19,18,5,9
381,random,100381,16,False,1,5,0,11,6,3,3,3,7,11,5,3,0,0,7,6,2,3
382,random,100382,24,False,0,5,21,21,8,4,4,4,9,12,2,2,3,3,6,6,3,3
383,random,100383,8,False,1,5,0,7,2,1,1,1,3,7,4,2,0,0,1,0,1,0
384,random,100384,11,False,0,5,47,47,4,3,1,1,5,7,0,0,1,1,1,0,4,0
385,random,100385,14,False,1,5,0,10,8,7,1,1,7,9,3,2,2,2,12,2,1,1
386,random,100386,6,False,1,5,0,7,1,1,0,0,2,3,2,0,1,1,4,2,1,1
387,random,100387,7,False,1,5,0,7,2,2,0,0,5,6,3,2,0,1,2,2,1,1
388,random,100388,19,False,1,5,0,16,9,6,3,3,10,18,5,3,1,4,5,4,4,2
389,random,100389,2,False,3,5,0,7,1,0,1,1,0,0,2,0,0,0,0,0,0,0
390,random,100390,2,False,3,5,0,7,1,0,1,1,0,0,2,0,0,0,1,0,0,0
391,random,100391,12,False,0,5,0,18,2,0,2,2,6,12,3,3,1,2,1,0,2,0
392,random,100392,6,False,1,5,0,7,2,1,1,1,4,5,3,2,0,1,3,2,1,1
393,random,100393,21,False,1,6,0,8,7,6,1,1,7,11,7,6,1,1,8,8,0,4
394,random,100394,12,False,0,5,3,7,3,2,1,1,2,3,3,3,0,1,10,4,2,2
395,random,100395,11,False,0,5,0,17,2,2,0,0,5,6,2,2,0,1,4,0,4,0
396,random,100396,13,False,0,5,9,18,6,2,4,4,7,12,2,1,1,1,3,2,3,1
397,random,100397,13,False,3,5,0,23,7,5,2,2,8,9,5,3,1,2,6,0,2,0
398,random,100398,17,False,0,5,13,15,6,3,3,3,8,18,2,2,0,1,4,2,4,1
399,random,100399,6,False,5,6,0,14,1,1,0,0,3,4,5,2,0,0,1,0,1,0
400,random,100400,10,False,0,5,0,7,2,2,0,0,4,8,3,3,1,3,5,0,2,0
401,random,100401,7,False,0,5,0,7,4,3,1,1,3,5,1,0,0,1,9,2,3,1
402,random,100402,33,False,0,5,3,12,4,2,2,2,8,15,3,3,5,6,5,4,4,2
403,random,100403,6,False,3,6,0,7,4,3,1,1,2,2,5,1,0,0,3,2,1,1
404,random,100404,15,False,0,5,10,10,4,2,2,2,9,14,4,4,0,1,7,6,2,3
405,random,100405,7,False,3,6,0,13,2,1,1,1,2,3,5,3,0,0,2,0,1,0
406,random,100406,4,False,1,5,0,7,2,0,2,2,1,1,1,0,0,1,2,2,1,1
407,random,100407,6,False,3,5,0,11,2,1,1,1,4,7,4,2,0,0,0,0,0,0
408,random,100408,4,False,0,5,0,7,2,0,2,2,1,2,0,0,0,0,4,0,1,0
409,random,100409,3,False,3,5,0,7,1,0,1,1,3,6,2,0,0,0,2,2,0,1
410,random,100410,11,False,3,5,0,17,4,2,2,2,3,7,5,3,1,1,5,2,1,1
411,random,100411,5,False,1,5,0,7,2,0,2,2,0,0,3,2,0,0,3,2,0,1
412,random,100412,18,False,0,5,0,21,7,6,1,1,3,7,4,4,2,3,11,8,4,4
413,random,100413,6,False,0,5,0,7,2,1,1,1,4,6,1,1,0,2,4,0,2,0
414,random,100414,14,False,0,5,0,13,4,2,2,2,5,9,3,3,2,2,8,4,3,2
415,random,100415,14,False,0,5,7,9,8,4,4,4,8,19,1,1,2,3,3,0,2,0
416,random,100416,6,False,1,5,0,7,2,1,1,1,3,6,2,0,1,1,0,0,2,0
417,random,100417,12,False,1,5,0,17,4,2,2,2,4,7,3,2,0,0,6,4,1,2
418,random,100418,8,False,0,5,0,7,2,1,1,1,3,4,2,2,1,1,2,2,0,1
419,random,100419,9,False,0,5,0,7,5,3,2,2,1,2,3,3,0,0,3,2,0,1
420,random,100420,12,False,0,5,2,15,4,3,1,1,8,13,4,3,1,3,6,4,4,2
421,random,100421,6,False,0,5,0,7,1,1,0,0,2,2,2,2,0,0,4,4,3,2
422,random,100422,9,False,0,6,9,9,4,2,2,2,5,5,3,3,0,1,3,0,2,0
423,random,100423,4,False,3,5,0,7,1,1,0,0,0,0,3,1,0,1,4,2,1,1
424,random,100424,12,False,1,5,0,8,5,4,1,1,6,7,4,3,1,1,3,2,1,1
425,random,100425,4,False,0,5,0,7,2,0,2,2,1,1,0,0,1,1,1,0,0,0
426,random,100426,2,False,3,5,0,7,0,0,0,0,1,1,2,0,0,1,0,0,1,0
427,random,100427,2,False,3,5,0,7,1,0,1,1,1,1,2,0,0,0,0,0,0,0
428,random,100428,17,False,1,7,0,16,10,8,2,2,7,15,7,4,2,3,8,8,2,4
429,random,100429,5,False,3,5,0,7,0,0,0,0,1,2,4,2,0,0,0,0,1,0
430,random,100430,16,False,1,6,0,14,6,4,2,2,12,19,6,5,2,2,8,4,0,2
431,random,100431,26,False,0,6,1,15,13,9,4,4,16,23,4,4,2,5,7,6,4,3
432,random,100432,2,False,3,5,0,7,0,0,0,0,0,0,2,0,0,1,2,0,1,0
433,random,100433,3,False,3,5,0,7,1,0,1,1,2,4,2,0,0,0,0,0,0,0
434,random,100434,6,False,3,5,0,17,1,1,0,0,3,4,3,1,0,0,1,0,2,0
435,random,100435,9,False,0,5,0,11,2,0,2,2,9,17,2,2,1,1,4,0,0,0
436,random,100436,10,False,0,5,0,7,2,0,2,2,4,7,3,3,0,0,2,2,0,1
437,random,100437,11,False,0,5,0,15,5,3,2,2,4,7,3,1,1,1,9,0,4,0
438,random,100438,16,False,3,6,0,12,6,6,0,0,5,10,7,5,2,3,10,2,5,1
439,random,100439,10,False,1,6,0,13,5,2,3,3,9,17,4,3,1,2,2,2,1,1
440,random,100440,4,False,1,5,0,7,2,0,2,2,0,0,2,1,0,0,3,2,0,1
441,random,100441,22,False,0,5,21,23,9,7,2,2,9,15,3,1,1,2,4,4,5,2
442,random,100442,16,False,0,6,0,11,6,4,2,2,8,17,6,6,1,3,8,8,2,4
443,random,100443,5,False,3,6,0,7,4,3,1,1,4,7,3,1,0,0,3,2,0,1
444,random,100444,9,False,1,5,0,8,0,0,0,0,2,3,4,1,1,1,2,2,4,1
445,random,100445,15,False,0,5,18,18,7,5,2,2,6,11,2,2,2,2,3,2,3,1
446,random,100446,8,False,0,5,0,7,3,2,1,1,1,1,3,1,1,1,3,2,2,1
447,random,100447,8,False,0,5,0,12,4,3,1,1,3,6,2,2,0,3,2,2,3,1
448,random,100448,15,False,1,5,0,14,5,5,0,0,7,14,3,2,2,3,5,2,3,1
449,random,100449,6,False,0,5,11,11,2,0,2,2,4,10,1,1,0,2,2,2,3,1
450,random,100450,13,False,0,5,11,11,7,5,2,2,6,7,3,3,0,1,3,2,3,1
451,random,100451,8,False,1,5,0,7,3,2,1,1,0,0,4,3,0,0,2,2,0,1
452,random,100452,8,False,0,5,24,27,2,1,1,1,3,7,0,0,1,3,2,0,4,0
453,random,100453,18,False,0,5,15,15,8,7,1,1,7,11,2,2,1,3,5,4,3,2
454,random,100454,11,False,0,5,4,14,3,1,2,2,6,12,3,3,1,2,5,4,2,2
455,random,100455,7,False,0,5,0,8,4,2,2,2,6,8,1,1,1,1,5,0,0,0
456,random,100456,8,False,1,5,0,7,4,2,2,2,1,1,3,2,0,0,4,0,0,0
457,random,100457,5,False,3,5,0,7,1,0,1,1,1,2,4,2,0,0,0,0,0,0
458,random,100458,14,False,1,5,0,22,6,2,4,4,3,6,5,4,0,0,3,2,2,1
459,random,100459,3,False,3,5,0,7,2,1,1,1,2,4,2,0,0,0,3,2,0,1
460,random,100460,22,False,0,5,0,15,5,3,2,2,13,18,4,3,3,4,3,2,3,1
461,random,100461,5,False,3,5,0,7,0,0,0,0,1,2,4,2,0,0,0,0,0,0
462,random,100462,7,False,1,5,0,8,2,1,1,1,1,2,3,2,0,1,4,4,1,2
463,random,100463,13,False,1,5,0,10,3,2,1,1,4,8,4,3,0,1,5,4,1,2
464,random,100464,10,False,1,5,0,7,5,3,2,2,3,5,4,3,0,1,4,2,1,1
465,random,100465,19,False,1,5,0,10,10,8,2,2,5,6,7,5,1,1,9,8,1,4
466,random,100466,5,False,0,5,0,7,1,0,1,1,1,1,1,1,0,2,2,0,2,0
467,random,100467,8,False,0,6,23,24,4,3,1,1,2,3,3,1,1,1,4,4,4,2
468,random,100468,10,False,0,6,7,11,5,2,3,3,5,9,3,3,1,2,3,2,3,1
469,random,100469,11,False,1,5,0,16,3,3,0,0,8,14,4,3,0,0,8,0,3,0
470,random,100470,9,False,1,5,0,7,5,2,3,3,4,10,4,2,0,1,4,4,2,2
471,random,100471,8,False,0,5,0,7,3,2,1,1,3,3,1,1,1,1,3,2,1,1
472,random,100472,10,False,1,5,0,10,8,6,2,2,7,9,3,2,1,2,4,2,1,1
473,random,100473,16,False,0,7,10,10,9,6,3,3,11,17,5,5,1,1,13,6,1,3
474,random,100474,8,False,1,5,0,10,3,2,1,1,6,12,3,2,0,2,4,4,3,2
475,random,100475,7,False,0,5,0,7,5,3,2,2,3,5,2,2,0,1,3,2,1,1
476,random,100476,5,False,0,5,0,7,4,2,2,2,1,2,1,1,0,0,2,0,0,0
477,random,100477,14,False,1,5,0,12,3,3,0,0,5,7,6,5,0,0,4,2,1,1
478,random,100478,7,False,3,5,0,7,4,4,0,0,9,11,4,0,0,0,3,0,2,0
479,random,100479,5,False,0,5,0,7,3,1,2,2,0,0,2,1,0,0,4,2,1,1
480,random,100480,13,False,0,5,16,16,6,4,2,2,4,5,4,4,0,0,3,2,3,1
481,random,100481,14,False,1,7,0,10,8,7,1,1,4,11,8,3,1,3,5,4,5,2
482,random,100482,37,False,3,5,0,36,14,9,5,5,13,23,11,9,1,2,12,12,5,6
483,random,100483,7,False,1,5,0,7,2,1,1,1,1,2,4,3,0,0,2,0,0,0
484,random,100484,10,False,1,5,0,9,4,3,1,1,7,12,3,2,1,1,6,2,0,1
485,random,100485,7,False,3,6,0,7,3,2,1,1,7,12,4,2,1,1,2,2,0,1
486,random,100486,13,False,1,5,0,14,4,2,2,2,0,0,4,2,0,0,4,4,2,2
487,random,100487,8,False,1,6,0,8,5,4,1,1,6,12,3,1,0,0,5,2,1,1
488,random,100488,20,False,0,5,15,16,10,6,4,4,9,19,4,4,2,3,5,4,3,2
489,random,100489,10,False,0,6,1,8,4,1,3,3,8,17,3,1,0,0,2,2,1,1
490,random,100490,16,False,0,5,0,7,6,6,0,0,10,20,4,4,2,4,12,8,2,4
491,random,100491,4,False,0,5,6,7,3,0,3,3,2,5,0,0,0,1,2,0,2,0
492,random,100492,27,False,0,6,30,31,14,10,4,4,20,25,5,5,2,2,2,2,3,1
493,random,100493,5,False,3,5,0,7,1,1,0,0,3,7,3,1,0,0,3,2,0,1
494,random,100494,17,False,0,5,20,20,4,3,1,1,7,15,1,1,0,2,11,10,5,5
495,random,100495,13,False,0,5,0,9,5,3,2,2,5,11,1,1,2,3,12,10,1,5
496,random,100496,4,False,3,5,0,9,1,1,0,0,3,7,3,0,0,1,1,0,2,0
497,random,100497,5,False,3,5,0,7,0,0,0,0,0,0,4,2,0,0,0,0,0,0
498,random,100498,13,False,0,5,0,8,5,3,2,2,11,13,4,4,0,1,3,2,2,1
499,random,100499,6,False,0,5,0,8,4,1,3,3,3,5,2,2,0,1,0,0,1,0
500,random,100500,17,False,0,5,0,12,8,6,2,2,9,15,4,4,2,3,10,4,2,2
501,random,100501,19,False,0,5,15,17,7,2,5,5,11,21,1,1,1,1,7,6,1,3
502,random,100502,12,False,0,5,0,7,5,1,4,4,8,14,2,2,1,1,6,2,0,1
503,random,100503,7,False,1,5,0,8,2,1,1,1,3,7,2,1,1,1,2,0,1,0
504,random,100504,11,False,1,5,0,14,3,1,2,2,8,17,2,1,1,1,5,2,1,1
505,random,100505,12,False,0,5,8,12,3,1,2,2,1,2,0,0,2,3,6,4,3,2
506,random,100506,24,False,0,5,24,28,9,8,1,1,13,24,1,1,2,4,4,4,5,2
507,random,100507,2,False,3,5,0,7,0,0,0,0,0,0,2,0,0,1,0,0,1,0
508,random,100508,36,False,1,5,0,28,16,11,5,5,15,29,8,7,4,5,16,14,4,7
509,random,100509,19,False,0,5,28,28,5,3,2,2,16,28,1,1,1,2,4,4,4,2
510,random,100510,9,False,0,5,0,7,4,2,2,2,7,13,3,2,0,1,3,2,3,1
511,random,100511,2,False,3,5,0,7,0,0,0,0,0,0,2,0,0,1,0,0,1,0
512,random,100512,17,False,0,5,0,21,8,6,2,2,7,5,3,3,1,2,7,6,3,3
513,random,100513,28,False,0,5,22,23,10,9,1,1,13,20,1,1,2,6,8,8,5,4
514,random,100514,15,False,1,5,0,12,3,2,1,1,5,6,7,5,1,1,2,2,2,1
515,random,100515,9,False,1,5,0,12,4,2,2,2,5,10,3,2,0,1,1,0,1,0
516,random,100516,18,False,0,6,15,15,8,5,3,3,12,27,4,4,3,4,12,8,2,4
517,random,100517,10,False,0,5,13,13,4,3,1,1,1,1,2,2,1,2,1,0,2,0
518,random,100518,14,False,0,5,0,9,6,4,2,2,11,14,4,3,1,1,5,2,3,1
519,random,100519,8,False,0,5,30,30,5,3,2,2,4,7,0,0,1,1,4,2,3,1
520,random,100520,9,False,1,5,0,7,3,2,1,1,3,6,4,3,1,1,4,2,0,1
521,random,100521,5,False,3,5,0,7,2,2,0,0,2,2,3,1,0,1,1,0,1,0
522,random,100522,5,False,0,5,0,7,3,1,2,2,0,0,1,0,0,2,2,0,3,0
523,random,100523,14,False,0,5,14,15,4,2,2,2,7,16,2,1,0,1,5,2,5,1
524,random,100524,19,False,0,8,0,7,6,6,0,0,14,28,9,7,2,4,10,8,3,4
525,random,100525,6,False,1,5,0,7,2,1,1,1,4,8,2,1,0,1,1,0,1,0
526,random,100526,3,False,3,5,0,7,2,1,1,1,3,3,2,0,0,0,3,2,0,1
527,random,100527,12,False,0,5,4,7,5,2,3,3,11,23,2,2,0,2,7,4,2,2
528,random,100528,11,False,0,5,1,7,5,3,2,2,9,15,2,2,0,2,5,4,3,2
529,random,100529,9,False,3,5,0,7,0,0,0,0,4,9,6,4,0,0,4,4,0,2
530,random,100530,17,False,0,6,12,15,10,7,3,3,12,23,3,3,3,4,9,2,3,1
531,random,100531,39,False,0,6,25,26,14,10,4,4,16,30,11,10,2,4,18,18,11,9
532,random,100532,13,False,1,6,0,10,5,2,3,3,8,12,5,4,1,1,10,2,1,1
533,random,100533,18,False,0,5,2,14,11,9,2,2,7,13,3,3,3,5,12,12,2,6
534,random,100534,14,False,0,5,10,17,6,2,4,4,10,19,0,0,0,1,3,2,1,1
535,random,100535,6,False,1,5,0,7,3,1,2,2,3,7,3,2,1,1,2,2,0,1
536,random,100536,10,False,1,5,0,12,3,1,2,2,2,5,3,2,0,1,3,2,2,1
537,random,100537,41,False,0,5,9,25,14,10,4,4,19,22,4,4,2,3,13,12,5,6
538,random,100538,6,False,0,5,0,7,3,0,3,3,2,2,2,2,0,0,1,0,0,0
539,random,100539,5,False,1,5,0,7,1,0,1,1,0,0,2,1,1,1,0,0,0,0
540,random,100540,10,False,1,5,0,7,3,2,1,1,5,11,3,1,1,2,6,4,2,2
541,random,100541,10,False,0,6,0,7,5,4,1,1,5,9,4,1,0,0,5,2,3,1
542,random,100542,9,False,0,5,10,14,6,3,3,3,5,10,0,0,0,1,1,0,2,0
543,random,100543,5,False,3,5,0,7,1,1,0,0,3,4,4,2,0,0,1,0,0,0
544,random,100544,32,False,0,6,9,16,10,6,4,4,14,20,10,9,3,4,3,2,8,1
545,random,100545,13,False,0,5,0,12,4,3,1,1,4,5,2,2,0,3,3,0,3,0
546,random,100546,28,False,0,5,22,26,6,3,3,3,11,19,4,4,3,3,8,8,4,4
547,random,100547,5,False,1,5,0,7,1,1,0,0,4,6,1,0,0,1,4,2,3,1
548,random,100548,11,False,0,6,0,19,4,1,3,3,4,9,4,4,1,1,4,0,1,0
549,random,100549,10,False,0,5,16,17,3,2,1,1,4,7,2,2,0,1,1,0,4,0
550,random,100550,14,False,1,5,0,10,5,4,1,1,7,8,5,3,1,1,7,6,3,3
551,random,100551,15,False,0,5,8,10,4,2,2,2,7,10,1,0,1,1,11,4,3,2
552,random,100552,11,False,1,5,0,11,5,2,3,3,6,8,3,1,0,0,4,4,1,2
553,random,100553,11,False,0,5,2,7,2,1,1,1,4,8,2,1,1,3,4,4,3,2
554,random,100554,24,False,0,6,13,14,7,6,1,1,21,35,6,6,2,5,8,8,3,4
555,random,100555,24,False,3,10,0,27,15,12,3,3,26,34,14,12,3,5,6,6,5,3
556,random,100556,2,False,3,5,0,7,1,0,1,1,1,1,2,0,0,0,0,0,0,0
557,random,100557,18,False,1,5,0,15,6,5,1,1,11,17,4,2,1,2,3,2,3,1
558,random,100558,6,False,0,5,0,7,4,1,3,3,4,5,2,1,0,0,1,0,1,0
559,random,100559,12,False,0,5,0,7,4,2,2,2,10,17,1,1,1,1,2,0,0,0
560,random,100560,9,False,0,5,5,13,3,1,2,2,4,8,1,0,0,1,2,0,4,0
561,random,100561,4,False,0,5,0,7,0,0,0,0,2,3,1,0,0,2,2,0,3,0
562,random,100562,19,False,0,5,31,32,6,3,3,3,13,22,3,3,1,1,3,2,5,1
563,random,100563,5,False,1,5,0,7,1,0,1,1,2,3,2,1,0,0,4,2,0,1
564,random,100564,12,False,0,5,3,7,5,3,2,2,6,10,0,0,1,3,7,6,3,3
565,random,100565,3,False,3,5,0,7,0,0,0,0,1,2,2,0,0,0,2,2,0,1
566,random,100566,12,False,0,5,0,9,5,4,1,1,7,15,4,4,1,2,2,0,1,0
567,random,100567,13,False,0,5,0,7,5,3,2,2,9,19,4,3,0,1,6,4,2,2
568,random,100568,5,False,3,6,0,7,3,2,1,1,4,8,3,1,0,0,2,2,0,1
569,random,100569,6,False,0,5,2,7,3,1,2,2,4,8,1,1,1,1,2,0,1,0
570,random,100570,9,False,1,5,0,8,2,2,0,0,3,5,3,2,2,3,2,0,2,0
571,random,100571,7,False,0,5,11,16,3,1,2,2,1,3,1,1,1,3,4,2,4,1
572,random,100572,14,False,1,5,0,7,4,4,0,0,5,7,5,4,1,2,4,4,2,2
573,random,100573,6,False,0,5,10,10,3,1,2,2,2,2,1,1,0,0,1,0,2,0
574,random,100574,14,False,0,5,2,7,4,3,1,1,4,10,4,3,1,2,3,0,2,0
575,random,100575,2,False,3,5,0,7,1,0,1,1,0,0,2,0,0,0,1,0,0,0
576,random,100576,17,False,0,5,5,17,6,3,3,3,8,16,2,2,1,3,9,4,4,2
